[10444] sudo C /home/capstone/.sudo_as_admin_successful
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000025.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000317.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000368.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000247.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000834.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000310.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000579.gz
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000813.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000427.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000936.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000753.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000021.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000840.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000348.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000080.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000406.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000411.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000060.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000248.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000811.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000909.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000841.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000439.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000256.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000463.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000386.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000178.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000057.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000623.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000947.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000942.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000891.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000539.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000127.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000378.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000258.rtf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000490.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000856.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000225.f
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000514.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000169.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000371.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000797.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000652.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000452.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000465.unk
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000812.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000654.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000895.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000105.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000818.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000273.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000238.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000283.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000179.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000346.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000400.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000589.pdf
